No.,Time,Source,Destination,Protocol,Length,Info,RTT,Lost Segement,Duplicate,Retransmission,IDK,Subflow,SubflowNo,packetloss,Time_Diff,Bandwidth,Jitter
4326,67.515875488,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=546425 Win=3107456 Len=0 TSval=1401760252 TSecr=939780038,3.8872e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,3.8872000004630536e-05,2058036.6328069095,3.495663828501408e-06
4328,67.531308146,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=546425 Ack=1 Win=64256 Len=1424 TSval=939780050 TSecr=1401759796,3.4247500000000014e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.015432657999994603,98233.24018458325,4.3581477260292925e-06
4329,67.531365208,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=547849 Win=3106048 Len=0 TSval=1401760268 TSecr=939780050,5.7062e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.706199999622186e-05,1401983.8071798552,6.214655263117651e-06
4330,67.540102673,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=547849 Ack=1 Win=64256 Len=1424 TSval=939780062 TSecr=1401759808,4.796700000000001e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.008737465000010047,173505.70216856454,7.751060833163284e-06
4331,67.540157756,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=549273 Win=3104640 Len=0 TSval=1401760277 TSecr=939780062,5.5083e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.508299999235078e-05,1452353.7209503725,7.819299463628432e-06
4332,67.555368768,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=549273 Ack=1 Win=64256 Len=1424 TSval=939780074 TSecr=1401759819,5.607250000000001e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.01521101199999464,99664.6376980397,6.38126312746167e-06
4333,67.555430269,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=550697 Win=3103232 Len=0 TSval=1401760292 TSecr=939780074,6.1501e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,6.150100000468228e-05,1300791.8569439412,4.196749528135246e-06
4334,67.563802721,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=550697 Ack=1 Win=64256 Len=1424 TSval=939780085 TSecr=1401759831,5.829200000000002e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.00837245200000325,181070.01389788935,2.7356684013060414e-06
4335,67.563864095,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=552121 Win=3101824 Len=0 TSval=1401760300 TSecr=939780085,6.1374e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,6.137399999772697e-05,1303483.5598618772,1.618635722423378e-06
4336,67.575622328,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=552121 Ack=1 Win=64256 Len=1424 TSval=939780098 TSecr=1401759843,6.143750000000001e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.011758232999994789,128930.93715702622,1.8568736993233696e-06
4337,67.575682174,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=553545 Win=3100416 Len=0 TSval=1401760312 TSecr=939780098,5.9846e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.9845999999197375e-05,1336764.3618800407,1.4088465575566436e-06
4338,67.581265321,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=13244110 Win=3110144 Len=0 TSval=1041651852 TSecr=2010525151,0.088248341,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.005583147000010058,14328.836407111596,0.011533166440319252
4339,67.588577012,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=13231294 Win=3111680 Len=0 TSval=1041651849 TSecr=2010525044,0.103335325,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.007311690999998177,10941.381412318975,0.02428144388161601
4340,67.589112412,10.10.3.105,10.10.3.102,MPTCP,76,[TCP Dup ACK 2015#8] 55092  >  5201 [ACK] Seq=13244910 Ack=1 Win=64256 Len=0 TSval=2010525247 TSecr=1041651852,0.095791833,0,1,0,1,10.10.3.105_10.10.3.102,1.0,0.0,0.0005354000000039605,141949.94396607735,0.028004261899038645
4341,67.602556715,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=553545 Ack=1 Win=64256 Len=1424 TSval=939780110 TSecr=1401759854,6.061000000000002e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.01344430299999999,112761.51690422338,6.707803585422621e-07
4342,67.602606705,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=554969 Win=3107968 Len=0 TSval=1401760339 TSecr=939780110,4.999e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.9989999993727e-05,1600320.0642136189,1.6645175141856835e-06
4343,67.60468503,10.10.3.105,10.10.3.102,MPTCP,8636,"55092  >  5201 [PSH, ACK] Seq=13244910 Ack=1 Win=64256 Len=8544 TSval=2010525262 TSecr=1041651852",0.088248341,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0020783249999993814,4155269.2673198706,0.01833644535457162
4344,67.614255526,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=554969 Ack=1 Win=64256 Len=1424 TSval=939780120 TSecr=1401759866,5.491800000000001e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.009570495999994932,158403.4934031426,2.838362763994463e-06
4345,67.614311919,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=556393 Win=3106688 Len=0 TSval=1401760351 TSecr=939780120,5.6393e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.639300000837011e-05,1418615.7854365972,2.973120339816341e-06
4346,67.618217064,10.10.3.105,10.10.3.102,MPTCP,764,"55092  >  5201 [PSH, ACK] Seq=13253454 Ack=1 Win=64256 Len=672 TSval=2010525276 TSecr=1041651852",0.088248341,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.003905145000004495,195639.34245696908,0.007222343727942153
4347,67.632825183,10.10.3.105,10.10.3.59,MPTCP,1516,"39317  >  5201 [PSH, ACK] Seq=556393 Ack=1 Win=64256 Len=1424 TSval=939780120 TSecr=1401759866",5.3191500000000014e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.014608118999987596,103777.90597141818,1.9840449247338828e-06
4348,67.632873914,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=557817 Win=3105280 Len=0 TSval=1401760369 TSecr=939780120,4.8731e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.873100000679642e-05,1641665.4693899683,9.185430707031766e-07
4350,67.639350056,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=557817 Ack=1 Win=64256 Len=1424 TSval=939780133 TSecr=1401759878,5.2562000000000016e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.006476141999996798,234089.98752664,6.426243376991518e-07
4351,67.639404085,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=559241 Win=3103872 Len=0 TSval=1401760376 TSecr=939780133,5.4029e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.402899999751298e-05,1480686.2981673267,5.20711825319995e-07
4352,67.640004906,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=559241 Ack=1 Win=64256 Len=1424 TSval=939780144 TSecr=1401759890,5.138000000000001e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.0006008210000061354,2523214.068723495,6.617777295748552e-07
4353,67.640056651,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=560665 Win=3102464 Len=0 TSval=1401760376 TSecr=939780144,5.1745e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.174499999327509e-05,1546043.0961522274,4.893419665593641e-07
4354,67.65191665,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=560665 Ack=1 Win=64256 Len=1424 TSval=939780157 TSecr=1401759902,5.288700000000002e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.011859999000009225,127824.63135104993,6.20572096458488e-07
4355,67.651968259,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=562089 Win=3101056 Len=0 TSval=1401760388 TSecr=939780157,5.1609e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.160899999623325e-05,1550117.2277284756,6.196944625401376e-07
4356,67.663014445,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=562089 Ack=1 Win=64256 Len=1424 TSval=939780169 TSecr=1401759914,5.1677000000000014e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.011046186000001512,137241.94034029415,4.995295055378969e-07
4357,67.663066618,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=563513 Win=3099648 Len=0 TSval=1401760400 TSecr=939780169,5.2173e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.2173000000266256e-05,1533360.167128433,5.531886336530285e-07
4358,67.670324649,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=563513 Ack=1 Win=64256 Len=1424 TSval=939780181 TSecr=1401759927,5.189100000000001e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.0072580309999921155,208872.07563616728,2.6388191374705946e-07
4359,67.670372098,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=564937 Win=3098240 Len=0 TSval=1401760407 TSecr=939780181,4.7449e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.7449000007304676e-05,1686020.7799465565,4.746102763348904e-07
4360,67.682369598,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=564937 Ack=1 Win=64256 Len=1424 TSval=939780193 TSecr=1401759938,4.9811000000000015e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.011997499999992556,126359.65826221636,9.688595947827104e-07
4361,67.68241553,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=566361 Win=3096832 Len=0 TSval=1401760419 TSecr=939780193,4.5932e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.593200000613251e-05,1741705.1290890658,1.5528656348915766e-06
4362,67.6940608,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=566361 Ack=1 Win=64256 Len=1424 TSval=939780204 TSecr=1401759950,4.669050000000001e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.011645270000002483,130181.61021596551,1.8202321431693259e-06
4363,67.694113766,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=567785 Win=3095424 Len=0 TSval=1401760431 TSecr=939780204,5.2966e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.296599999837781e-05,1510402.900019827,1.2771492823478208e-06
4364,67.702558343,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=13244910 Win=3109504 Len=0 TSval=1041651948 TSecr=2010525163,0.197664586,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.008444577000005893,9473.535500942697,0.012918838089054665
4365,67.706207855,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=567785 Ack=1 Win=64256 Len=1424 TSval=939780216 TSecr=1401759961,4.944900000000001e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.003649511999995525,415398.00389801676,1.1297834406357927e-06
4366,67.706254102,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=569209 Win=3094016 Len=0 TSval=1401760443 TSecr=939780216,4.6247e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.6247000000221306e-05,1729841.9356848483,1.3415145816333708e-06
4367,67.710295795,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=13253454 Win=3107968 Len=0 TSval=1041651963 TSecr=2010525262,0.105610765,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.004041692999990687,19793.68546799184,0.0171377605945687
4369,67.719243289,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=569209 Ack=1 Win=64256 Len=1424 TSval=939780228 TSecr=1401759973,4.9606500000000014e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.008947494000011602,169432.916076617,7.318301529283975e-07
4370,67.719291986,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=570633 Win=3105920 Len=0 TSval=1401760456 TSecr=939780228,4.8697e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.869699999687782e-05,1642811.6722822587,4.984149227654043e-07
4371,67.721186597,10.10.3.105,10.10.3.102,MPTCP,12908,"55092  >  5201 [PSH, ACK] Seq=13254126 Ack=1 Win=64256 Len=12816 TSval=2010525379 TSecr=1041651963",0.12428361425000001,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.001894610999997326,6813008.0528500145,0.016238797882033397
4372,67.730316441,10.10.3.105,10.10.3.59,MPTCP,716,"39317  >  5201 [PSH, ACK] Seq=570633 Ack=1 Win=64256 Len=624 TSval=939780263 TSecr=1401760009",4.747200000000001e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.009129844000000276,78424.12203318899,1.001814072188593e-06
4373,67.731469552,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=571257 Win=3105408 Len=0 TSval=1401760467 TSecr=939780263,0.001153111,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,0.0011531109999936007,69377.53607453573,0.0001378271297405318
4375,67.732865367,10.10.3.105,10.10.3.102,MPTCP,892,"55092  >  5201 [PSH, ACK] Seq=13266942 Ack=1 Win=64256 Len=800 TSval=2010525390 TSecr=1041651963",0.12862422025,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0013958150000092928,639053.169649317,0.005603698250148035
4376,67.73324766,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=13267742 Ack=1 Win=64256 Len=62656 TSval=2010525390 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00038229300000125477,164135885.30209565,0.00998646075493129
4377,67.734052755,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=13330398 Ack=1 Win=64256 Len=62656 TSval=2010525390 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0008050949999898194,77938628.3616138,0.01216357165118119
4378,67.734597895,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=13393054 Ack=1 Win=64256 Len=62656 TSval=2010525391 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.000545139999999833,115104376.85735632,0.011506727624999403
4379,67.735122479,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=13455710 Ack=1 Win=64256 Len=62656 TSval=2010525392 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005245840000043245,119614780.4726845,0.0
4380,67.73522832,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=571257 Ack=1 Win=64256 Len=1424 TSval=939780722 TSecr=1401760467,0.0006009040000000001,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.00010584100000698982,14323371.849282246,0.000264657114234258
4381,67.735261829,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=572681 Win=3143424 Len=0 TSval=1401760472 TSecr=939780722,3.3509e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,3.350899999077228e-05,2387418.3061873056,0.000263948905871789
4382,67.735664085,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=13518366 Ack=1 Win=64256 Len=62656 TSval=2010525392 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00040225600000098893,155990215.1859655,0.0
4383,67.736204942,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=13581022 Ack=1 Win=64256 Len=62656 TSval=2010525393 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00054085700000428,116015878.5030118,0.0
4384,67.736767565,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=13643678 Ack=1 Win=64256 Len=62656 TSval=2010525393 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.000562622999993323,111527612.63002875,0.0
4385,67.737312622,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=13706334 Ack=1 Win=64256 Len=62656 TSval=2010525394 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005450570000107291,115121904.67926262,0.0
4386,67.737848863,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=13768990 Ack=1 Win=64256 Len=62656 TSval=2010525394 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005362409999918327,117014551.29495075,0.0
4387,67.738034988,10.10.3.105,10.10.3.102,MPTCP,22876,55092  >  5201 [ACK] Seq=13831646 Ack=1 Win=64256 Len=22784 TSval=2010525395 TSecr=1041651963,0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00018612499999903775,122906648.75819083,0.0
4388,67.738398008,10.10.3.105,10.10.3.102,MPTCP,39964,"55092  >  5201 [PSH, ACK] Seq=13854430 Ack=1 Win=64256 Len=39872 TSval=2010525395 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00036302000000887347,110087598.4767317,0.0
4389,67.738930552,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=13894302 Ack=1 Win=64256 Len=62656 TSval=2010525396 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005325439999950277,117826883.7891064,0.0
4390,67.739475484,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=13956958 Ack=1 Win=64256 Len=62656 TSval=2010525396 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005449319999968338,115148312.08364452,0.0
4391,67.740017833,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14019614 Ack=1 Win=64256 Len=62656 TSval=2010525397 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.000542348999999831,115696719.27120647,0.0
4392,67.740555572,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14082270 Ack=1 Win=64256 Len=62656 TSval=2010525397 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005377390000091964,116688579.4017672,0.0
4393,67.741098064,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14144926 Ack=1 Win=64256 Len=62656 TSval=2010525398 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005424919999938993,115666221.8073366,0.0
4394,67.74163107,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14207582 Ack=1 Win=64256 Len=62656 TSval=2010525398 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005330059999977266,117724753.56800419,0.0
4395,67.742028332,10.10.3.105,10.10.3.102,MPTCP,45660,55092  >  5201 [ACK] Seq=14270238 Ack=1 Win=64256 Len=45568 TSval=2010525399 TSecr=1041651963,0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00039726200000700373,114936741.9969567,0.0
4396,67.742175896,10.10.3.105,10.10.3.102,MPTCP,17180,"55092  >  5201 [PSH, ACK] Seq=14315806 Ack=1 Win=64256 Len=17088 TSval=2010525399 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0001475640000023759,116424060.06697695,0.0
4397,67.742729434,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14332894 Ack=1 Win=64256 Len=62656 TSval=2010525399 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005535379999912493,113358071.1730576,0.0
4398,67.743257129,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14395550 Ack=1 Win=64256 Len=62656 TSval=2010525400 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005276950000023817,118909597.39947659,0.0
4399,67.743805267,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14458206 Ack=1 Win=64256 Len=62656 TSval=2010525400 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005481379999991987,114474822.03403474,0.0
4400,67.744336181,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14520862 Ack=1 Win=64256 Len=62656 TSval=2010525401 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.000530913999995164,118188633.18837243,0.0
4401,67.74488819,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14583518 Ack=1 Win=64256 Len=62656 TSval=2010525401 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005520090000032951,113672059.69400035,0.0
4402,67.745424549,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14646174 Ack=1 Win=64256 Len=62656 TSval=2010525402 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005363590000087015,116988807.86745821,0.0
4403,67.745977055,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14708830 Ack=1 Win=64256 Len=62656 TSval=2010525403 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005525059999911264,113569807.38853112,0.0
4404,67.746033193,10.10.3.105,10.10.3.102,MPTCP,8636,55092  >  5201 [ACK] Seq=14771486 Ack=1 Win=64256 Len=8544 TSval=2010525403 TSecr=1041651963,0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,5.613800000503488e-05,153835191.83486155,0.0
4405,67.746512985,10.10.3.105,10.10.3.102,MPTCP,54204,"55092  >  5201 [PSH, ACK] Seq=14780030 Ack=1 Win=64256 Len=54112 TSval=2010525403 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00047979199999304,112973955.38230379,0.0
4406,67.7469227,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=572681 Ack=1 Win=64256 Len=1424 TSval=939780722 TSecr=1401760467,0.00059331,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.0004097150000035299,3700133.019262021,0.00013649471276542014
4407,67.746941348,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=574105 Win=3142144 Len=0 TSval=1401760483 TSecr=939780722,1.8648e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,1.8647999993959274e-05,4290004.291393969,0.0001437398124678934
4408,67.747047533,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14834142 Ack=1 Win=64256 Len=62656 TSval=2010525404 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0001061850000070308,590930922.4075462,0.0
4409,67.747588462,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14896798 Ack=1 Win=64256 Len=62656 TSval=2010525404 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005409289999960265,116000436.28731483,0.0
4410,67.748125304,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=14959454 Ack=1 Win=64256 Len=62656 TSval=2010525405 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005368420000024798,116883552.32956839,0.0
4411,67.748666554,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=15022110 Ack=1 Win=64256 Len=62656 TSval=2010525405 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005412499999977172,115931639.7233527,0.0
4412,67.749223258,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=15084766 Ack=1 Win=64256 Len=62656 TSval=2010525406 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005567040000045154,112713398.86095853,0.0
4413,67.749773971,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=15147422 Ack=1 Win=64256 Len=62656 TSval=2010525406 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005507129999955396,113939565.61858577,0.0
4414,67.750032808,10.10.3.105,10.10.3.102,MPTCP,31420,55092  >  5201 [ACK] Seq=15210078 Ack=1 Win=64256 Len=31328 TSval=2010525407 TSecr=1041651963,0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00025883700000406407,121389136.79074733,0.0
4415,67.750302392,10.10.3.105,10.10.3.102,MPTCP,31420,"55092  >  5201 [PSH, ACK] Seq=15241406 Ack=1 Win=64256 Len=31328 TSval=2010525407 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00026958399999443827,116549943.61923638,0.0
4416,67.750847875,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=15272734 Ack=1 Win=64256 Len=62656 TSval=2010525407 TSecr=1041651963",0.105610765,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005454830000104494,115031999.16184004,0.0
